invoice_number,sales_order,amount,currency,payment_status
INV-00559,SO-00710,8846.27,USD,Partially Paid
INV-00560,SO-00711,25080.33,EUR,Partially Paid
INV-00561,SO-00712,2459380.0,INR,Partially Paid
INV-00562,SO-00713,21670.12,USD,Partially Paid
INV-00563,SO-00714,96564.0,INR,Pending
INV-00564,SO-00715,151770.0,INR,Overdue
INV-00565,SO-00716,66435.11,EUR,Paid
INV-00566,SO-00718,1704700.0,INR,Paid
INV-00567,SO-00719,5841050.0,INR,Paid
INV-00568,SO-00720,6403.07,USD,Partially Paid
INV-00569,SO-00721,15130.04,EUR,Paid
INV-00570,SO-00722,2689110.0,INR,Pending
INV-00571,SO-00723,1442100.0,INR,Paid
INV-00572,SO-00724,754200.0,INR,Partially Paid
INV-00573,SO-00725,17845.96,EUR,Paid
INV-00574,SO-00726,23301.59,USD,Pending
INV-00575,SO-00727,6775000.0,INR,Paid
INV-00576,SO-00728,6917500.0,INR,Pending
INV-00577,SO-00729,6608.86,USD,Paid
INV-00578,SO-00730,1575285.0,INR,Paid
INV-00579,SO-00732,4987.89,USD,Overdue
INV-00580,SO-00734,36148.89,EUR,Paid
INV-00581,SO-00735,35309.64,USD,Paid
INV-00582,SO-00736,18265.44,EUR,Partially Paid
INV-00583,SO-00737,38523.13,USD,Pending
INV-00584,SO-00738,10084.64,USD,Paid
INV-00585,SO-00739,4829.9,EUR,Paid
INV-00586,SO-00740,1128590.0,INR,Partially Paid
INV-00587,SO-00741,1950780.0,INR,Paid
INV-00588,SO-00742,26632.77,USD,Pending
INV-00589,SO-00743,8089.33,EUR,Paid
INV-00590,SO-00744,1657700.0,INR,Pending
INV-00591,SO-00746,597875.0,INR,Paid
INV-00592,SO-00750,23544.82,USD,Paid
INV-00593,SO-00751,2866.66,USD,Paid
INV-00594,SO-00753,1072430.0,INR,Paid
INV-00595,SO-00754,374440.0,INR,Paid
INV-00596,SO-00755,608976.0,INR,Paid
INV-00597,SO-00756,58219.44,EUR,Pending
INV-00598,SO-00757,1718160.0,INR,Paid
INV-00599,SO-00758,963750.0,INR,Partially Paid
INV-00600,SO-00759,30289.64,USD,Partially Paid
INV-00601,SO-00760,14488.67,EUR,Paid
INV-00602,SO-00761,11153.49,USD,Paid
INV-00603,SO-00762,5966.46,USD,Overdue
INV-00604,SO-00763,734048.0,INR,Pending
INV-00605,SO-00764,3069.4,USD,Pending
INV-00606,SO-00765,8590800.0,INR,Paid
INV-00607,SO-00766,63842.65,USD,Paid
INV-00608,SO-00767,1341285.0,INR,Paid
INV-00609,SO-00768,7607700.0,INR,Pending
INV-00610,SO-00769,2079060.0,INR,Partially Paid
INV-00611,SO-00770,6633.06,USD,Pending
INV-00612,SO-00771,79643.98,USD,Paid
INV-00613,SO-00772,7376150.0,INR,Pending
INV-00614,SO-00773,12142.22,EUR,Pending
INV-00615,SO-00775,809240.0,INR,Pending
INV-00616,SO-00776,233388.0,INR,Pending
INV-00617,SO-00778,1667310.0,INR,Paid
INV-00618,SO-00780,3557.57,EUR,Pending
INV-00619,SO-00781,4959450.0,INR,Paid
INV-00620,SO-00782,13547150.0,INR,Paid
INV-00621,SO-00783,2367480.0,INR,Partially Paid
INV-00622,SO-00784,19829.64,USD,Paid
INV-00623,SO-00785,21975.9,USD,Partially Paid
INV-00624,SO-00786,12555.2,EUR,Overdue
INV-00625,SO-00787,20282550.0,INR,Paid
INV-00626,SO-00788,1314550.0,INR,Paid
INV-00627,SO-00789,9213.17,EUR,Pending
INV-00628,SO-00791,9876.02,USD,Partially Paid
INV-00629,SO-00792,43188.57,GBP,Paid
INV-00630,SO-00793,12530.54,USD,Partially Paid
INV-00631,SO-00794,5489.28,USD,Paid
INV-00632,SO-00795,3115680.0,INR,Paid
INV-00633,SO-00796,1409685.0,INR,Partially Paid
INV-00634,SO-00801,628510.0,INR,Pending
INV-00635,SO-00802,2476080.0,INR,Pending
INV-00636,SO-00803,459924.0,INR,Pending
INV-00637,SO-00804,9837.0,USD,Paid
INV-00638,SO-00805,4282.43,GBP,Pending
INV-00639,SO-00806,37953.25,USD,Paid
INV-00640,SO-00807,196965.0,INR,Overdue
INV-00641,SO-00809,357450.0,INR,Paid
INV-00642,SO-00810,15557.78,EUR,Pending
INV-00643,SO-00811,46862.67,EUR,Paid
INV-00644,SO-00813,872616.0,INR,Paid
INV-00645,SO-00814,790944.0,INR,Overdue
INV-00646,SO-00815,9071.99,USD,Paid
INV-00647,SO-00816,2528020.0,INR,Paid
INV-00648,SO-00817,11800050.0,INR,Overdue
INV-00649,SO-00818,30365.06,USD,Paid
INV-00650,SO-00819,11824.46,USD,Paid
INV-00651,SO-00820,12524.46,USD,Pending
INV-00652,SO-00821,655254.0,INR,Paid
INV-00653,SO-00822,5524.7,USD,Paid
INV-00654,SO-00823,767976.0,INR,Paid
INV-00655,SO-00824,1123320.0,INR,Paid
INV-00656,SO-00826,492444.0,INR,Pending
INV-00657,SO-00827,2992440.0,INR,Paid
INV-00658,SO-00828,16928.87,USD,Pending
INV-00659,SO-00829,22543.0,GBP,Pending
INV-00660,SO-00830,8330.51,USD,Overdue
INV-00661,SO-00831,9084.0,EUR,Overdue
INV-00662,SO-00832,1028760.0,INR,Partially Paid
INV-00663,SO-00833,6231360.0,INR,Overdue
INV-00664,SO-00834,729560.0,INR,Pending
INV-00665,SO-00835,2462220.0,INR,Paid
INV-00666,SO-00836,21053.86,USD,Partially Paid
INV-00667,SO-00837,14195.78,USD,Pending
INV-00668,SO-00838,233388.0,INR,Partially Paid
INV-00669,SO-00839,1623200.0,INR,Paid
INV-00670,SO-00842,39160.12,USD,Partially Paid
INV-00671,SO-00843,218862.0,INR,Paid
INV-00672,SO-00844,4553.82,USD,Paid
INV-00673,SO-00845,13168.39,USD,Pending
INV-00674,SO-00847,1794360.0,INR,Paid
INV-00675,SO-00848,567360.0,INR,Pending
INV-00676,SO-00849,5306.06,EUR,Pending
INV-00677,SO-00850,55964.46,USD,Pending
INV-00678,SO-00851,620320.0,INR,Paid
INV-00679,SO-00852,16411.08,USD,Pending
INV-00680,SO-00853,376205.0,INR,Paid
INV-00681,SO-00854,55746.14,USD,Paid
INV-00682,SO-00855,3467790.0,INR,Overdue
INV-00683,SO-00856,178797.0,INR,Pending
INV-00684,SO-00857,6405050.0,INR,Paid
INV-00685,SO-00859,13547150.0,INR,Partially Paid
INV-00686,SO-00860,4694700.0,INR,Paid
INV-00687,SO-00861,4057.08,USD,Paid
INV-00688,SO-00862,35107.83,USD,Paid
INV-00689,SO-00864,3930280.0,INR,Overdue
INV-00690,SO-00866,55492.38,GBP,Paid
INV-00691,SO-00867,483130.0,INR,Paid
INV-00692,SO-00868,10004950.0,INR,Paid
INV-00693,SO-00869,458648.0,INR,Paid
INV-00694,SO-00870,1498400.0,INR,Paid
INV-00695,SO-00871,3813.07,EUR,Pending
INV-00696,SO-00872,34004.46,USD,Paid
INV-00697,SO-00873,413919.0,INR,Paid
INV-00698,SO-00874,1335256.0,INR,Paid
INV-00699,SO-00875,77169.28,USD,Paid
INV-00700,SO-00876,2887230.0,INR,Paid
INV-00701,SO-00877,543620.0,INR,Paid
INV-00702,SO-00878,12755.56,EUR,Overdue
INV-00703,SO-00879,113124.1,USD,Paid
INV-00704,SO-00880,10940.72,USD,Paid
INV-00705,SO-00883,4300.78,EUR,Partially Paid
INV-00706,SO-00884,12088470.0,INR,Pending
INV-00707,SO-00885,22246.08,USD,Paid
INV-00708,SO-00886,28003.01,USD,Pending
INV-00709,SO-00887,4627.84,USD,Overdue
INV-00710,SO-00889,6645.96,USD,Paid
INV-00711,SO-00891,628945.0,INR,Paid
INV-00712,SO-00892,15229.04,USD,Overdue
INV-00713,SO-00893,5066350.0,INR,Paid
INV-00714,SO-00894,175875.9,USD,Paid
INV-00715,SO-00895,42174.7,USD,Paid
INV-00716,SO-00896,12754.4,EUR,Pending
INV-00717,SO-00898,49174.33,EUR,Paid
INV-00718,SO-00899,4174.91,GBP,Partially Paid
INV-00719,SO-00900,11083150.0,INR,Paid
INV-00720,SO-00901,3294.13,EUR,Pending
INV-00721,SO-00903,6204000.0,INR,Overdue
INV-00722,SO-00904,492472.0,INR,Pending
INV-00723,SO-00905,1128590.0,INR,Overdue
INV-00724,SO-00906,14074.82,USD,Paid
INV-00725,SO-00907,901785.0,INR,Pending
INV-00726,SO-00908,270396.0,INR,Paid
INV-00727,SO-00909,3852240.0,INR,Paid
INV-00728,SO-00910,17533.56,EUR,Overdue
INV-00729,SO-00911,8472.22,USD,Paid
INV-00730,SO-00913,1655660.0,INR,Paid
INV-00731,SO-00914,1231864.0,INR,Paid
INV-00732,SO-00915,5978.99,USD,Paid
INV-00733,SO-00916,23582.89,EUR,Partially Paid
INV-00734,SO-00917,9560.39,USD,Paid
INV-00735,SO-00918,17553.37,USD,Pending
INV-00736,SO-00919,38876.02,USD,Paid
INV-00737,SO-00920,759350.0,INR,Partially Paid
INV-00738,SO-00921,403611.0,INR,Paid
INV-00739,SO-00923,1736750.0,INR,Partially Paid
INV-00740,SO-00924,471420.0,INR,Paid
INV-00741,SO-00925,1105448.0,INR,Paid
INV-00742,SO-00926,523685.0,INR,Paid
INV-00743,SO-00927,38459.76,USD,Paid
INV-00744,SO-00928,79403.49,USD,Pending
INV-00745,SO-00929,1454.1,USD,Paid
INV-00746,SO-00930,22248.67,EUR,Partially Paid
INV-00747,SO-00931,34835.06,USD,Paid
INV-00748,SO-00933,6072.07,USD,Paid
INV-00749,SO-00935,32227.23,USD,Partially Paid
INV-00750,SO-00936,2118690.0,INR,Paid
INV-00751,SO-00937,4906100.0,INR,Paid
INV-00752,SO-00938,1013272.0,INR,Paid
INV-00753,SO-00939,2899920.0,INR,Paid
INV-00754,SO-00940,13344.58,USD,Partially Paid
INV-00755,SO-00941,1842510.0,INR,Paid
INV-00756,SO-00942,10902.89,EUR,Partially Paid
INV-00757,SO-00943,2270820.0,INR,Paid
INV-00758,SO-00944,11552.89,USD,Paid
INV-00759,SO-00945,1597425.0,INR,Pending
INV-00760,SO-00946,1469620.0,INR,Paid
INV-00761,SO-00947,1723696.0,INR,Paid
INV-00762,SO-00948,9944.94,USD,Paid
INV-00763,SO-00950,2862240.0,INR,Overdue
INV-00764,SO-00951,4080700.0,INR,Pending
INV-00765,SO-00952,381255.0,INR,Overdue
INV-00766,SO-00953,102326.39,USD,Paid
INV-00767,SO-00954,7050550.0,INR,Paid
INV-00768,SO-00957,16941.93,USD,Paid
INV-00769,SO-00958,483756.0,INR,Paid
INV-00770,SO-00959,14670.71,GBP,Paid
INV-00771,SO-00960,7152990.0,INR,Paid
INV-00772,SO-00962,48915.0,USD,Partially Paid
INV-00773,SO-00963,2391045.0,INR,Pending
INV-00774,SO-00965,943592.0,INR,Paid
INV-00775,SO-00967,1342365.0,INR,Overdue
INV-00776,SO-00968,47829.0,EUR,Pending
INV-00777,SO-00969,8529.06,USD,Partially Paid
INV-00778,SO-00970,12503.25,USD,Pending
INV-00779,SO-00971,37473.0,EUR,Paid
INV-00780,SO-00972,49018.33,EUR,Partially Paid
INV-00781,SO-00973,2991300.0,INR,Paid
INV-00782,SO-00974,1793625.0,INR,Overdue
INV-00783,SO-00975,36053.49,USD,Paid
INV-00784,SO-00976,38548.92,USD,Partially Paid
INV-00785,SO-00977,559864.0,INR,Paid
INV-00786,SO-00979,3041340.0,INR,Paid
INV-00787,SO-00980,13325.6,USD,Partially Paid
INV-00788,SO-00981,346368.0,INR,Paid
INV-00789,SO-00982,1303235.0,INR,Pending
INV-00790,SO-00984,7891600.0,INR,Paid
INV-00791,SO-00986,118160.24,USD,Paid
INV-00792,SO-00987,972760.0,INR,Pending
INV-00793,SO-00988,9462.78,EUR,Pending
INV-00794,SO-00989,4213.37,EUR,Overdue
INV-00795,SO-00990,4080700.0,INR,Overdue
INV-00796,SO-00991,1431585.0,INR,Pending
INV-00797,SO-00992,1675320.0,INR,Paid
INV-00798,SO-00994,66600.6,USD,Paid
INV-00799,SO-00995,14912.78,EUR,Pending
INV-00800,SO-00996,1487835.0,INR,Paid
INV-00801,SO-00997,9708150.0,INR,Paid
INV-00802,SO-00998,9529.45,USD,Paid
INV-00803,SO-00999,1696660.0,INR,Paid
INV-00804,SO-01000,287403.0,INR,Paid
INV-00805,SO-01001,6317.4,USD,Pending
INV-00806,SO-01002,1146620.0,INR,Paid
INV-00807,SO-01003,65878.31,USD,Overdue
INV-00808,SO-01004,648080.0,INR,Paid
INV-00809,SO-01006,4557330.0,INR,Overdue
INV-00810,SO-01008,26184.22,USD,Partially Paid
INV-00811,SO-01009,7101.4,USD,Overdue
INV-00812,SO-01010,715830.0,INR,Pending
INV-00813,SO-01011,8290.96,USD,Paid
INV-00814,SO-01012,3485640.0,INR,Pending
INV-00815,SO-01013,256050.0,INR,Pending
INV-00816,SO-01014,10671150.0,INR,Pending
INV-00817,SO-01015,46232.67,EUR,Pending
INV-00818,SO-01016,8510650.0,INR,Paid
INV-00819,SO-01017,1925750.0,INR,Paid
INV-00820,SO-01020,4632060.0,INR,Paid
INV-00821,SO-01021,23064.58,USD,Paid
INV-00822,SO-01022,275346.0,INR,Paid
INV-00823,SO-01023,1440120.0,INR,Pending
INV-00824,SO-01024,412225.0,INR,Overdue
INV-00825,SO-01026,1097240.0,INR,Pending
INV-00826,SO-01027,62394.58,USD,Pending
INV-00827,SO-01028,357765.0,INR,Pending
INV-00828,SO-01029,110139.76,USD,Paid
INV-00829,SO-01031,1697600.0,INR,Pending
INV-00830,SO-01032,1509540.0,INR,Paid
INV-00831,SO-01033,99141.69,USD,Paid
INV-00832,SO-01034,2188680.0,INR,Paid
INV-00833,SO-01035,733470.0,INR,Paid
INV-00834,SO-01038,4865.36,USD,Overdue
INV-00835,SO-01039,132462.78,EUR,Paid
INV-00836,SO-01040,5796620.0,INR,Paid
INV-00837,SO-01042,2239140.0,INR,Pending
INV-00838,SO-01043,50792.33,EUR,Paid
INV-00839,SO-01044,2154915.0,INR,Paid
INV-00840,SO-01045,26750.96,USD,Paid
INV-00841,SO-01047,83116.27,USD,Paid
INV-00842,SO-01048,53412.77,USD,Paid
INV-00843,SO-01050,48295.56,EUR,Pending
INV-00844,SO-01051,343554.0,INR,Pending
INV-00845,SO-01053,3910.06,EUR,Paid
INV-00846,SO-01054,2162400.0,INR,Paid
INV-00847,SO-01055,13773.43,USD,Paid
INV-00848,SO-01056,14807.33,EUR,Paid
INV-00849,SO-01057,9199.52,USD,Pending
INV-00850,SO-01058,2991300.0,INR,Pending
INV-00851,SO-01060,293688.0,INR,Partially Paid
INV-00852,SO-01061,1560740.0,INR,Paid
INV-00853,SO-01062,25614.76,USD,Paid
INV-00854,SO-01063,496002.0,INR,Paid
INV-00855,SO-01065,15341.02,USD,Paid
INV-00856,SO-01067,11362.12,USD,Paid
INV-00857,SO-01068,73337.35,USD,Paid
INV-00858,SO-01069,42239.64,USD,Pending
INV-00859,SO-01070,52368.67,USD,Paid
INV-00860,SO-01071,11459.82,USD,Paid
INV-00861,SO-01072,3162690.0,INR,Paid
INV-00862,SO-01073,2568160.0,INR,Pending
INV-00863,SO-01074,10968.19,USD,Paid
INV-00864,SO-01075,378144.0,INR,Paid
INV-00865,SO-01076,4312.23,USD,Paid
INV-00866,SO-01077,1355000.0,INR,Paid
INV-00867,SO-01078,1983135.0,INR,Overdue
INV-00868,SO-01080,378470.0,INR,Paid
INV-00869,SO-01081,41622.78,EUR,Overdue
INV-00870,SO-01082,75061.2,USD,Pending
INV-00871,SO-01083,2427480.0,INR,Paid
INV-00872,SO-01084,765272.0,INR,Paid
INV-00873,SO-01085,5214030.0,INR,Paid
INV-00874,SO-01086,8878.78,GBP,Paid
INV-00875,SO-01088,2515780.0,INR,Pending
INV-00876,SO-01090,12208.39,USD,Partially Paid
INV-00877,SO-01091,2072715.0,INR,Paid
INV-00878,SO-01092,11753.01,USD,Overdue
INV-00879,SO-01093,2949840.0,INR,Paid
INV-00880,SO-01094,3129800.0,INR,Paid
INV-00881,SO-01095,2181250.0,INR,Paid
INV-00882,SO-01096,19189.04,USD,Paid
INV-00883,SO-01098,840680.0,INR,Pending
INV-00884,SO-01099,13780.3,USD,Paid
INV-00885,SO-01101,4591.14,USD,Overdue
INV-00886,SO-01102,4634340.0,INR,Partially Paid
INV-00887,SO-01103,3076.7,USD,Paid
INV-00888,SO-01105,4768660.0,INR,Paid
INV-00889,SO-01106,57744.58,USD,Overdue
INV-00890,SO-01107,3066.25,USD,Partially Paid
INV-00891,SO-01108,64229.17,EUR,Overdue
INV-00892,SO-01109,2808200.0,INR,Paid
INV-00893,SO-01111,4582.9,GBP,Paid
INV-00894,SO-01114,6473150.0,INR,Pending
INV-00895,SO-01115,11413.01,USD,Paid
INV-00896,SO-01116,6056220.0,INR,Paid
INV-00897,SO-01117,370668.0,INR,Pending
INV-00898,SO-01118,11888.07,USD,Paid
INV-00899,SO-01119,25378.22,EUR,Paid
INV-00900,SO-01120,15023.37,USD,Paid
INV-00901,SO-01121,1825710.0,INR,Paid
INV-00902,SO-01122,107158.43,USD,Pending
INV-00903,SO-01124,3967170.0,INR,Paid
INV-00904,SO-01125,4484.82,USD,Pending
INV-00905,SO-01127,46232.67,EUR,Pending
INV-00906,SO-01128,5882350.0,INR,Pending
INV-00907,SO-01129,5324.4,USD,Paid
INV-00908,SO-01131,54248.19,USD,Pending
INV-00909,SO-01132,3004665.0,INR,Paid
INV-00910,SO-01133,3686.65,USD,Pending
INV-00911,SO-01134,21700.24,USD,Pending
INV-00912,SO-01136,5221680.0,INR,Partially Paid
INV-00913,SO-01137,6300.9,USD,Paid
INV-00914,SO-01138,1038560.0,INR,Paid
INV-00915,SO-01139,32530.6,USD,Pending
INV-00916,SO-01140,7589.88,USD,Paid
INV-00917,SO-01141,15679.0,GBP,Paid
INV-00918,SO-01142,849465.0,INR,Paid
INV-00919,SO-01143,23936.93,USD,Pending
INV-00920,SO-01144,8818830.0,INR,Paid
INV-00921,SO-01146,8011.73,EUR,Paid
INV-00922,SO-01147,79479.52,GBP,Paid
INV-00923,SO-01148,6924.64,USD,Partially Paid
INV-00924,SO-01149,17308.55,USD,Paid
INV-00925,SO-01150,551130.0,INR,Paid
INV-00926,SO-01151,10484.92,USD,Paid
INV-00927,SO-01152,32477.33,EUR,Overdue
INV-00928,SO-01153,662120.0,INR,Overdue
INV-00929,SO-01154,8998.67,USD,Pending
INV-00930,SO-01155,10953.17,EUR,Partially Paid
INV-00931,SO-01156,2402010.0,INR,Overdue
INV-00932,SO-01157,3719.28,EUR,Paid
INV-00933,SO-01158,5891250.0,INR,Paid
INV-00934,SO-01159,1149490.0,INR,Paid
INV-00935,SO-01160,953200.0,INR,Overdue
INV-00936,SO-01161,1545430.0,INR,Paid
INV-00937,SO-01164,1101350.0,INR,Paid
INV-00938,SO-01165,4366.61,EUR,Partially Paid
INV-00939,SO-01166,15119.83,EUR,Paid
INV-00940,SO-01167,1201350.0,INR,Pending
INV-00941,SO-01170,12706.45,USD,Paid
INV-00942,SO-01172,3188730.0,INR,Pending
INV-00943,SO-01173,2000205.0,INR,Pending
INV-00944,SO-01174,551615.0,INR,Paid
INV-00945,SO-01177,27518.55,USD,Partially Paid
INV-00946,SO-01178,7126500.0,INR,Paid
INV-00947,SO-01179,8660.62,EUR,Paid
INV-00948,SO-01181,53481.33,EUR,Paid
INV-00949,SO-01182,2244960.0,INR,Paid
INV-00950,SO-01183,8108.63,USD,Overdue
INV-00951,SO-01184,3574.77,EUR,Pending
INV-00952,SO-01185,37824.0,EUR,Paid
INV-00953,SO-01186,535768.0,INR,Partially Paid
INV-00954,SO-01187,1480440.0,INR,Pending
INV-00955,SO-01188,5843040.0,INR,Partially Paid
INV-00956,SO-01189,7591820.0,INR,Pending
INV-00957,SO-01190,1232940.0,INR,Paid
INV-00958,SO-01191,7766.56,EUR,Overdue
INV-00959,SO-01192,206454.0,INR,Paid
INV-00960,SO-01193,3795910.0,INR,Paid
INV-00961,SO-01194,2730030.0,INR,Pending
INV-00962,SO-01196,2337090.0,INR,Paid
INV-00963,SO-01197,2452680.0,INR,Paid
INV-00964,SO-01200,1563490.0,INR,Pending
INV-00965,SO-01201,4576.08,GBP,Paid
INV-00966,SO-01202,6831100.0,INR,Pending
INV-00967,SO-01203,13877.11,USD,Pending
INV-00968,SO-01204,2480010.0,INR,Paid
INV-00969,SO-01205,93486.75,USD,Paid
INV-00970,SO-01207,1672815.0,INR,Overdue
INV-00971,SO-01208,410070.0,INR,Paid
INV-00972,SO-01209,23997.11,USD,Paid
INV-00973,SO-01210,75823.33,EUR,Paid
INV-00974,SO-01211,3368790.0,INR,Pending
INV-00975,SO-01212,124137.83,USD,Paid
INV-00976,SO-01213,4099750.0,INR,Paid
INV-00977,SO-01214,763264.0,INR,Overdue
INV-00978,SO-01215,5385.07,EUR,Paid
INV-00979,SO-01216,17247.67,EUR,Paid
INV-00980,SO-01217,25175.66,USD,Partially Paid
INV-00981,SO-01219,4714200.0,INR,Overdue
INV-00982,SO-01220,353646.0,INR,Paid
INV-00983,SO-01221,6380300.0,INR,Paid
INV-00984,SO-01222,322456.0,INR,Overdue
INV-00985,SO-01223,529810.0,INR,Overdue
INV-00986,SO-01224,20931.66,USD,Paid
INV-00987,SO-01226,12096.81,USD,Overdue
INV-00988,SO-01227,6928.92,USD,Paid
INV-00989,SO-01228,11147.95,USD,Paid
INV-00990,SO-01229,6475.37,USD,Paid
INV-00991,SO-01230,382020.0,INR,Paid
INV-00992,SO-01231,2803710.0,INR,Overdue
INV-00993,SO-01232,1260080.0,INR,Paid
INV-00994,SO-01233,1123.73,USD,Paid
INV-00995,SO-01234,4730.47,EUR,Paid
INV-00996,SO-01235,920160.0,INR,Paid
INV-00997,SO-01236,672685.0,INR,Paid
INV-00998,SO-01237,22192.22,EUR,Pending
INV-00999,SO-01238,3927.5,EUR,Partially Paid
INV-01000,SO-01240,13430.78,EUR,Paid
INV-01001,SO-01241,2185485.0,INR,Paid
INV-01002,SO-01242,6177800.0,INR,Partially Paid
INV-01003,SO-01243,8639.71,USD,Pending
INV-01004,SO-01244,288567.0,INR,Paid
INV-01005,SO-01245,4252050.0,INR,Paid
INV-01006,SO-01246,3660.67,EUR,Overdue
INV-01007,SO-01247,3873540.0,INR,Paid
INV-01008,SO-01248,9122.6,USD,Pending
INV-01009,SO-01249,4837560.0,INR,Pending
INV-01010,SO-01250,20826.27,USD,Paid
INV-01011,SO-01251,10802.31,USD,Partially Paid
INV-01012,SO-01252,5802.07,USD,Paid
INV-01013,SO-01253,2196830.0,INR,Partially Paid
INV-01014,SO-01254,43504.34,USD,Paid
INV-01015,SO-01255,16440.0,USD,Pending
INV-01016,SO-01256,8220.96,USD,Paid
INV-01017,SO-01257,1717240.0,INR,Paid
INV-01018,SO-01258,31455.9,USD,Paid
INV-01019,SO-01259,8881.64,USD,Pending
INV-01020,SO-01260,1168110.0,INR,Paid
INV-01021,SO-01261,9151.27,USD,Overdue
INV-01022,SO-01263,10356.0,EUR,Pending
INV-01023,SO-01264,8726.83,EUR,Paid
INV-01024,SO-01265,3345630.0,INR,Paid
INV-01025,SO-01267,6221.69,USD,Paid
INV-01026,SO-01270,379977.0,INR,Paid
INV-01027,SO-01271,23782.17,USD,Paid
INV-01028,SO-01273,38043.37,USD,Pending
INV-01029,SO-01274,16789.34,USD,Partially Paid
INV-01030,SO-01275,2863060.0,INR,Partially Paid
INV-01031,SO-01276,2335632.0,INR,Overdue
INV-01032,SO-01277,28815.23,USD,Partially Paid
INV-01033,SO-01279,13704.94,USD,Paid
INV-01034,SO-01280,9334.34,USD,Paid
INV-01035,SO-01281,2847.47,USD,Paid
INV-01036,SO-01282,706230.0,INR,Overdue
INV-01037,SO-01283,69551.81,USD,Pending
INV-01038,SO-01284,6772.89,USD,Paid
INV-01039,SO-01285,7032.38,GBP,Paid
INV-01040,SO-01287,655551.0,INR,Paid
INV-01041,SO-01288,102039.16,USD,Paid
INV-01042,SO-01290,3906.18,USD,Paid
INV-01043,SO-01291,2582.5,EUR,Paid
INV-01044,SO-01292,6510.3,USD,Paid
INV-01045,SO-01294,4054250.0,INR,Paid
INV-01046,SO-01296,10598.55,USD,Paid
INV-01047,SO-01297,743208.0,INR,Paid
INV-01048,SO-01298,466560.0,INR,Paid
INV-01049,SO-01299,1137510.0,INR,Paid
INV-01050,SO-01300,50792.33,EUR,Partially Paid
INV-01051,SO-01301,28261.59,USD,Paid
INV-01052,SO-01302,586776.0,INR,Paid
INV-01053,SO-01303,550728.0,INR,Pending
INV-01054,SO-01304,1892940.0,INR,Paid
INV-01055,SO-01305,1739745.0,INR,Paid
INV-01056,SO-01306,261651.0,INR,Overdue
INV-01057,SO-01307,10621.05,GBP,Paid
INV-01058,SO-01308,636666.0,INR,Pending
INV-01059,SO-01309,1064504.0,INR,Paid
INV-01060,SO-01310,18343.73,USD,Pending
INV-01061,SO-01311,11889.16,USD,Paid
INV-01062,SO-01312,7948410.0,INR,Partially Paid
INV-01063,SO-01313,13856.99,USD,Overdue
INV-01064,SO-01315,1315112.0,INR,Paid
INV-01065,SO-01316,89128.92,USD,Partially Paid
INV-01066,SO-01318,256830.0,INR,Paid
INV-01067,SO-01319,362373.0,INR,Paid
INV-01068,SO-01320,2838280.0,INR,Overdue
INV-01069,SO-01321,720712.0,INR,Overdue
INV-01070,SO-01322,32937.35,USD,Partially Paid
INV-01071,SO-01323,72530.89,EUR,Paid
INV-01072,SO-01325,830540.0,INR,Overdue
INV-01073,SO-01326,494352.0,INR,Paid
INV-01074,SO-01327,11179.08,USD,Paid
INV-01075,SO-01328,6356490.0,INR,Paid
INV-01076,SO-01329,3031095.0,INR,Paid
INV-01077,SO-01332,634110.0,INR,Paid
INV-01078,SO-01333,4468.81,USD,Paid
INV-01079,SO-01335,848870.0,INR,Paid
INV-01080,SO-01336,22250.24,USD,Paid
INV-01081,SO-01338,7641.99,USD,Overdue
INV-01082,SO-01339,71821.69,USD,Partially Paid
INV-01083,SO-01341,1998700.0,INR,Paid
INV-01084,SO-01345,71328.43,USD,Overdue
INV-01085,SO-01346,449720.0,INR,Overdue
INV-01086,SO-01347,91430.67,EUR,Paid
INV-01087,SO-01348,13233.92,USD,Overdue
INV-01088,SO-01349,8136250.0,INR,Paid
INV-01089,SO-01350,1169600.0,INR,Pending
INV-01090,SO-01352,1376340.0,INR,Paid
INV-01091,SO-01353,23813.17,EUR,Paid
INV-01092,SO-01354,5320.27,EUR,Paid
INV-01093,SO-01356,36562.05,USD,Partially Paid
INV-01094,SO-01357,2028255.0,INR,Paid
INV-01095,SO-01358,657680.0,INR,Paid
INV-01096,SO-01359,977520.0,INR,Paid
INV-01097,SO-01360,1966290.0,INR,Paid
INV-01098,SO-01361,589125.0,INR,Paid
INV-01099,SO-01364,10853.11,USD,Pending
INV-01100,SO-01365,2391045.0,INR,Paid
INV-01101,SO-01366,1313580.0,INR,Pending
INV-01102,SO-01369,44851.11,EUR,Overdue
INV-01103,SO-01371,468710.0,INR,Paid
INV-01104,SO-01372,21609.94,USD,Paid
INV-01105,SO-01373,6204000.0,INR,Paid
INV-01106,SO-01374,41879.76,USD,Pending
INV-01107,SO-01375,1405920.0,INR,Paid
INV-01108,SO-01376,91581.9,GBP,Paid
INV-01109,SO-01377,447095.0,INR,Pending
INV-01110,SO-01378,2417540.0,INR,Partially Paid
INV-01111,SO-01380,5340220.0,INR,Partially Paid
INV-01112,SO-01381,2913.61,USD,Pending
INV-01113,SO-01382,2060355.0,INR,Paid
INV-01114,SO-01386,1442175.0,INR,Paid
INV-01115,SO-01388,8687.42,USD,Paid
INV-01116,SO-01389,4366.61,EUR,Pending
INV-01117,SO-01390,789005.0,INR,Paid
INV-01118,SO-01391,17463.33,USD,Paid
